threshold,precision,recall,f1,tn,fp,fn,tp,fraud_capture_rate,false_alert_rate
0.2,0.7647058823529411,0.75,0.7572815533980582,45505,12,13,39,0.749999999985577,0.00026363776171539724
0.21000000000000002,0.7647058823529411,0.75,0.7572815533980582,45505,12,13,39,0.749999999985577,0.00026363776171539724
0.22,0.7647058823529411,0.75,0.7572815533980582,45505,12,13,39,0.749999999985577,0.00026363776171539724
0.23,0.78,0.75,0.7647058823529411,45506,11,13,39,0.749999999985577,0.00024166794823911417
0.24000000000000002,0.78,0.75,0.7647058823529411,45506,11,13,39,0.749999999985577,0.00024166794823911417
0.25,0.78,0.75,0.7647058823529411,45506,11,13,39,0.749999999985577,0.00024166794823911417
0.26,0.78,0.75,0.7647058823529411,45506,11,13,39,0.749999999985577,0.00024166794823911417
0.27,0.7959183673469388,0.75,0.7722772277227723,45507,10,13,39,0.749999999985577,0.00021969813476283104
0.28,0.8125,0.75,0.78,45508,9,13,39,0.749999999985577,0.00019772832128654795
0.29000000000000004,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.3,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.31,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.32,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.33,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.34,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.35000000000000003,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.36000000000000004,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.37,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.38,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.39,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.4,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.41000000000000003,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.42000000000000004,0.8297872340425532,0.75,0.7878787878787878,45509,8,13,39,0.749999999985577,0.00017575850781026485
0.43,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.44,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.45,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.46,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.47000000000000003,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.48000000000000004,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.49,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.5,0.8478260869565217,0.75,0.7959183673469388,45510,7,13,39,0.749999999985577,0.00015378869433398175
0.51,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.52,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.53,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.54,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.55,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.56,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.5700000000000001,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.5800000000000001,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.59,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.6,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.61,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.62,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.63,0.8666666666666667,0.75,0.8041237113402062,45511,6,13,39,0.749999999985577,0.00013181888085769862
0.64,0.8636363636363636,0.7307692307692307,0.7916666666666666,45511,6,14,38,0.7307692307551775,0.00013181888085769862
0.65,0.8837209302325582,0.7307692307692307,0.8,45512,5,14,38,0.7307692307551775,0.00010984906738141552
0.66,0.8837209302325582,0.7307692307692307,0.8,45512,5,14,38,0.7307692307551775,0.00010984906738141552
0.67,0.9047619047619048,0.7307692307692307,0.8085106382978723,45513,4,14,38,0.7307692307551775,8.787925390513242e-05
0.68,0.9047619047619048,0.7307692307692307,0.8085106382978723,45513,4,14,38,0.7307692307551775,8.787925390513242e-05
0.6900000000000001,0.9047619047619048,0.7307692307692307,0.8085106382978723,45513,4,14,38,0.7307692307551775,8.787925390513242e-05
0.7000000000000001,0.926829268292683,0.7307692307692307,0.8172043010752689,45514,3,14,38,0.7307692307551775,6.590944042884931e-05
0.7100000000000001,0.926829268292683,0.7307692307692307,0.8172043010752689,45514,3,14,38,0.7307692307551775,6.590944042884931e-05
0.72,0.926829268292683,0.7307692307692307,0.8172043010752689,45514,3,14,38,0.7307692307551775,6.590944042884931e-05
0.73,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.74,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.75,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.76,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.77,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.78,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.79,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.8,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.81,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.8200000000000001,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.8300000000000001,0.95,0.7307692307692307,0.8260869565217391,45515,2,14,38,0.7307692307551775,4.393962695256621e-05
0.8400000000000001,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.85,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.86,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.87,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.88,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.89,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.9,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.91,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.92,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.93,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.9400000000000001,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
0.9500000000000001,0.9487179487179487,0.7115384615384616,0.8131868131868132,45515,2,15,37,0.7115384615247782,4.393962695256621e-05
